,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,Systemindex
25,6.0,6.0,156.134818053,54.9866824824,20160105T042142_20160105T042453_T46RDS
26,4.0,4.0,156.997648513,53.7831317025,20160105T042142_20160105T042453_T46RER
27,43.0,43.0,157.191293755,54.6342881411,20160105T042142_20160105T042453_T46RES
28,67.0,67.0,157.375734244,55.4855850674,20160105T042142_20160105T042453_T46RET
29,43.0,43.0,157.551498152,56.3379973802,20160105T042142_20160105T042453_T46REU
30,35.0,35.0,157.718834459,57.1909460469,20160105T042142_20160105T042453_T46REV
31,1.0,1.0,158.063587949,53.4364155152,20160105T042142_20160105T042453_T46RFR
32,11.0,11.0,158.25749303,54.2900208864,20160105T042142_20160105T042453_T46RFS
33,44.0,44.0,158.44277137,55.1436438954,20160105T042142_20160105T042453_T46RFT
34,61.0,61.0,158.619986871,55.9982570517,20160105T042142_20160105T042453_T46RFU
35,81.0,81.0,158.789383583,56.8532881166,20160105T042142_20160105T042453_T46RFV
36,0.0,0.0,159.138456548,53.0985394994,20160105T042142_20160105T042453_T46RGR
37,3.0,3.0,159.332222866,53.9543423346,20160105T042142_20160105T042453_T46RGS
38,34.0,34.0,159.517964714,54.8100415673,20160105T042142_20160105T042453_T46RGT
39,66.0,66.0,159.696285554,55.6666066725,20160105T042142_20160105T042453_T46RGU
40,89.0,89.0,159.86740167,56.5234779534,20160105T042142_20160105T042453_T46RGV
41,97.0,97.0,158.951122585,57.7081914422,20160105T042142_20160105T042453_T46SFA
42,90.0,90.0,159.105772018,58.5639227025,20160105T042142_20160105T042453_T46SFB
43,97.0,97.0,160.031515598,57.3801016603,20160105T042142_20160105T042453_T46SGA
44,1.0,1.0,160.288762228,53.6872841022,20160105T042142_20160105T042453_T47RKM
45,21.0,21.0,160.419350939,54.5603993564,20160105T042142_20160105T042453_T47RKN
46,49.0,49.0,160.541472915,55.4344978687,20160105T042142_20160105T042453_T47RKP
47,80.0,80.0,160.6552356,56.3090325446,20160105T042142_20160105T042453_T47RKQ
48,0.0,0.0,161.755572492,56.0394205688,20160105T042142_20160105T042453_T47RLQ
49,97.0,97.0,160.760834431,57.1834333965,20160105T042142_20160105T042453_T47SKR
50,17.0,17.0,161.862414201,56.9159242678,20160105T042142_20160105T042453_T47SLR
51,2.0,18.23076923076923,155.941811769068,54.1382209111213,20160105T043246_20160105T075712_T46RDR
52,6.0,18.23076923076923,156.134818052804,54.9866824823882,20160105T043246_20160105T075712_T46RDS
53,4.0,18.23076923076923,156.997648513292,53.7831317025204,20160105T043246_20160105T075712_T46RER
54,43.0,18.23076923076923,157.191293754825,54.6342881410748,20160105T043246_20160105T075712_T46RES
55,67.0,18.23076923076923,157.375734243529,55.4855850674256,20160105T043246_20160105T075712_T46RET
56,43.0,59.42857142857143,157.551498151793,56.3379973802021,20160105T043246_20160105T075712_T46REU
57,35.0,59.42857142857143,157.718834458511,57.1909460468736,20160105T043246_20160105T075712_T46REV
58,1.0,18.23076923076923,158.063587948976,53.4364155151753,20160105T043246_20160105T075712_T46RFR
59,11.0,18.23076923076923,158.25749303035,54.2900208863836,20160105T043246_20160105T075712_T46RFS
60,44.0,18.23076923076923,158.442771369888,55.1436438954213,20160105T043246_20160105T075712_T46RFT
61,61.0,59.42857142857143,158.619986871118,55.9982570517186,20160105T043246_20160105T075712_T46RFU
62,81.0,59.42857142857143,158.78938358281,56.8532881166048,20160105T043246_20160105T075712_T46RFV
63,0.0,18.23076923076923,159.138456548257,53.0985394993575,20160105T043246_20160105T075712_T46RGR
64,3.0,18.23076923076923,159.332222866038,53.9543423346258,20160105T043246_20160105T075712_T46RGS
65,34.0,18.23076923076923,159.517964713847,54.8100415673174,20160105T043246_20160105T075712_T46RGT
66,66.0,59.42857142857143,159.696285553937,55.6666066725275,20160105T043246_20160105T075712_T46RGU
67,89.0,59.42857142857143,159.867401670008,56.5234779534273,20160105T043246_20160105T075712_T46RGV
68,97.0,59.42857142857143,158.951122584763,57.708191442227,20160105T043246_20160105T075712_T46SFA
69,90.0,71.28571428571429,159.105772018405,58.5639227025373,20160105T043246_20160105T075712_T46SFB
70,97.0,59.42857142857143,160.031515597609,57.3801016602875,20160105T043246_20160105T075712_T46SGA
71,1.0,18.23076923076923,160.288762227689,53.6872841021686,20160105T043246_20160105T075712_T47RKM
72,21.0,18.23076923076923,160.419350939052,54.5603993564202,20160105T043246_20160105T075712_T47RKN
73,49.0,59.42857142857143,160.541472914807,55.434497868662,20160105T043246_20160105T075712_T47RKP
74,80.0,59.42857142857143,160.655235600454,56.3090325445934,20160105T043246_20160105T075712_T47RKQ
75,0.0,59.42857142857143,161.755572492424,56.0394205687807,20160105T043246_20160105T075712_T47RLQ
76,97.0,59.42857142857143,160.760834430814,57.1834333964979,20160105T043246_20160105T075712_T47SKR
77,17.0,59.42857142857143,161.862414201373,56.9159242678291,20160105T043246_20160105T075712_T47SLR
78,5.0,5.0,155.385680175,54.7065368993,20160109T040132_20160109T040826_T47RLM
79,94.0,94.0,156.445689704,54.3509743289,20160109T040132_20160109T040826_T47RMM
80,63.0,63.0,156.630960047,55.2013368315,20160109T040132_20160109T040826_T47RMN
81,51.0,51.0,156.806898966,56.0529374737,20160109T040132_20160109T040826_T47RMP
82,33.0,33.0,156.973718475,56.9052056306,20160109T040132_20160109T040826_T47RMQ
83,73.0,73.0,157.702823036,54.85623602,20160109T040132_20160109T040826_T47RNN
84,97.0,97.0,157.880210629,55.710312559,20160109T040132_20160109T040826_T47RNP
85,5.0,55.69230769230769,155.385680174711,54.7065368992814,20160109T041735_20160109T112007_T47RLM
86,94.0,55.69230769230769,156.445689704437,54.3509743288718,20160109T041735_20160109T112007_T47RMM
87,63.0,55.69230769230769,156.630960046998,55.2013368315342,20160109T041735_20160109T112007_T47RMN
88,51.0,64.14285714285714,156.806898965715,56.0529374737446,20160109T041735_20160109T112007_T47RMP
89,33.0,64.14285714285714,156.97371847473,56.9052056306014,20160109T041735_20160109T112007_T47RMQ
90,73.0,55.69230769230769,157.702823036475,54.8562360200105,20160109T041735_20160109T112007_T47RNN
91,97.0,64.14285714285714,157.880210629177,55.7103125590133,20160109T041735_20160109T112007_T47RNP
92,36.0,36.0,154.067182812,52.5743075995,20160118T043122_20160118T043403_T46RBR
93,47.0,47.0,154.276162636,53.4177352058,20160118T043122_20160118T043403_T46RBS
94,26.0,26.0,154.473520771,54.2618040134,20160118T043122_20160118T043403_T46RBT
95,8.0,8.0,154.659846177,55.1074572526,20160118T043122_20160118T043403_T46RBU
96,20.0,20.0,154.930535713,51.3612056938,20160118T043122_20160118T043403_T46RCQ
97,35.0,35.0,155.151281993,52.2069693114,20160118T043122_20160118T043403_T46RCR
98,93.0,93.0,155.360651564,53.0538223561,20160118T043122_20160118T043403_T46RCS
99,97.0,97.0,155.558985135,53.901162646,20160118T043122_20160118T043403_T46RCT
100,93.0,93.0,155.746843798,54.7499551185,20160118T043122_20160118T043403_T46RCU
101,73.0,73.0,155.924503491,55.5996078157,20160118T043122_20160118T043403_T46RCV
102,2.0,2.0,156.026500511,50.9992852215,20160118T043122_20160118T043403_T46RDQ
103,32.0,32.0,156.246646607,51.8483746327,20160118T043122_20160118T043403_T46RDR
104,91.0,91.0,156.455978958,52.6984123516,20160118T043122_20160118T043403_T46RDS
105,94.0,94.0,156.654884423,53.548788012,20160118T043122_20160118T043403_T46RDT
106,95.0,95.0,156.84390385,54.4004832586,20160118T043122_20160118T043403_T46RDU
107,0.0,0.0,157.135007778,50.6462256875,20160118T043122_20160118T043403_T46REQ
108,1.0,1.0,157.354100033,51.4983875044,20160118T043122_20160118T043403_T46RER
109,27.0,27.0,157.562966192,52.35136043,20160118T043122_20160118T043403_T46RES
110,61.0,61.0,157.762019327,53.2045325931,20160118T043122_20160118T043403_T46RET
111,78.0,78.0,157.951820318,54.0588876074,20160118T043122_20160118T043403_T46REU
112,94.0,94.0,158.13271329,54.9138259862,20160118T043122_20160118T043403_T46REV
113,2.0,2.0,159.069371813,53.725645065,20160118T043122_20160118T043403_T46RFU
114,21.0,21.0,159.251320085,54.5828617774,20160118T043122_20160118T043403_T46RFV
115,42.0,42.0,159.425169704,55.4399975216,20160118T043122_20160118T043403_T46SFA
116,64.0,64.0,159.591558995,56.298005712,20160118T043122_20160118T043403_T46SFB
117,36.0,53.333333333333336,154.067182811654,52.5743075994661,20160118T044355_20160118T095115_T46RBR
118,47.0,53.333333333333336,154.276162636365,53.4177352057703,20160118T044355_20160118T095115_T46RBS
119,26.0,53.333333333333336,154.473520770515,54.2618040134281,20160118T044355_20160118T095115_T46RBT
120,8.0,65.3076923076923,154.6598461769,55.1074572525826,20160118T044355_20160118T095115_T46RBU
121,20.0,7.866666666666666,154.930535713396,51.3612056937628,20160118T044355_20160118T095115_T46RCQ
122,35.0,53.333333333333336,155.151281993157,52.2069693114113,20160118T044355_20160118T095115_T46RCR
123,93.0,53.333333333333336,155.360651564229,53.0538223561364,20160118T044355_20160118T095115_T46RCS
124,97.0,53.333333333333336,155.558985134784,53.9011626459999,20160118T044355_20160118T095115_T46RCT
125,93.0,65.3076923076923,155.746843797541,54.7499551184685,20160118T044355_20160118T095115_T46RCU
126,73.0,65.3076923076923,155.924503491407,55.5996078156627,20160118T044355_20160118T095115_T46RCV
127,2.0,7.866666666666666,156.026500510787,50.9992852215396,20160118T044355_20160118T095115_T46RDQ
128,32.0,53.333333333333336,156.246646606676,51.8483746327229,20160118T044355_20160118T095115_T46RDR
129,91.0,53.333333333333336,156.455978958072,52.6984123515853,20160118T044355_20160118T095115_T46RDS
130,94.0,53.333333333333336,156.654884423308,53.5487880119789,20160118T044355_20160118T095115_T46RDT
131,95.0,65.3076923076923,156.843903849929,54.4004832586287,20160118T044355_20160118T095115_T46RDU
132,0.0,7.866666666666666,157.135007777965,50.646225687499,20160118T044355_20160118T095115_T46REQ
133,1.0,53.333333333333336,157.354100033261,51.4983875044336,20160118T044355_20160118T095115_T46RER
134,27.0,53.333333333333336,157.562966192117,52.3513604299538,20160118T044355_20160118T095115_T46RES
135,61.0,53.333333333333336,157.762019327313,53.2045325931096,20160118T044355_20160118T095115_T46RET
136,78.0,65.3076923076923,157.951820317989,54.0588876074418,20160118T044355_20160118T095115_T46REU
137,94.0,65.3076923076923,158.132713290402,54.9138259861862,20160118T044355_20160118T095115_T46REV
138,2.0,65.3076923076923,159.069371812947,53.7256450650308,20160118T044355_20160118T095115_T46RFU
139,21.0,65.3076923076923,159.251320085086,54.5828617774304,20160118T044355_20160118T095115_T46RFV
140,42.0,65.3076923076923,159.425169703927,55.4399975215992,20160118T044355_20160118T095115_T46SFA
141,64.0,67.07692307692308,159.591558994828,56.2980057120266,20160118T044355_20160118T095115_T46SFB
142,2.0,2.0,153.535028835,53.4847282759,20160119T040102_20160119T040342_T47RLM
143,48.0,48.0,154.613055422,53.1032125346,20160119T040102_20160119T040342_T47RMM
144,57.0,57.0,154.828371251,53.9434263335,20160119T040102_20160119T040342_T47RMN
145,47.0,47.0,155.033274207,54.7851167327,20160119T040102_20160119T040342_T47RMP
146,28.0,28.0,155.227989707,55.6277127658,20160119T040102_20160119T040342_T47RMQ
147,83.0,83.0,155.919501858,53.5728807186,20160119T040102_20160119T040342_T47RNN
148,90.0,90.0,156.125966838,54.4174199341,20160119T040102_20160119T040342_T47RNP
149,2.0,43.30769230769231,153.535028834966,53.4847282758534,20160119T041106_20160119T073622_T47RLM
150,48.0,43.30769230769231,154.613055422443,53.1032125346374,20160119T041106_20160119T073622_T47RMM
151,57.0,43.30769230769231,154.828371251361,53.9434263334872,20160119T041106_20160119T073622_T47RMN
152,47.0,58.07142857142857,155.03327420664,54.7851167327154,20160119T041106_20160119T073622_T47RMP
153,28.0,58.07142857142857,155.2279897065,55.6277127658486,20160119T041106_20160119T073622_T47RMQ
154,83.0,43.30769230769231,155.919501857647,53.5728807185997,20160119T041106_20160119T073622_T47RNN
155,90.0,58.07142857142857,156.125966837616,54.4174199340542,20160119T041106_20160119T073622_T47RNP
156,7.0,7.0,153.586991854,52.734742054,20160122T041052_20160122T041506_T46RGS
157,24.0,24.0,153.844554781,53.5579917621,20160122T041052_20160122T041506_T46RGT
158,19.0,19.0,154.092133116,54.3827090048,20160122T041052_20160122T041506_T46RGU
159,4.0,4.0,154.330018428,55.2083134388,20160122T041052_20160122T041506_T46RGV
160,39.0,39.0,154.330994496,51.5505081779,20160122T041052_20160122T041506_T47RKL
161,55.0,55.0,154.546391557,52.3953964849,20160122T041052_20160122T041506_T47RKM
162,84.0,84.0,154.749830639,53.2409602699,20160122T041052_20160122T041506_T47RKN
163,88.0,88.0,154.942014696,54.0881135579,20160122T041052_20160122T041506_T47RKP
164,66.0,66.0,155.123159374,54.9362832554,20160122T041052_20160122T041506_T47RKQ
165,84.0,84.0,155.439266871,51.1872346263,20160122T041052_20160122T041506_T47RLL
166,82.0,82.0,155.654513705,52.035642726,20160122T041052_20160122T041506_T47RLM
167,90.0,90.0,155.85839453,52.8845725706,20160122T041052_20160122T041506_T47RLN
168,97.0,97.0,156.051633668,53.7349451983,20160122T041052_20160122T041506_T47RLP
169,96.0,96.0,156.234421959,54.5862013899,20160122T041052_20160122T041506_T47RLQ
170,37.0,37.0,156.773795939,51.6847379544,20160122T041052_20160122T041506_T47RMM
171,71.0,71.0,156.977697599,52.5367873316,20160122T041052_20160122T041506_T47RMN
172,95.0,95.0,157.171584065,53.390140256,20160122T041052_20160122T041506_T47RMP
173,97.0,97.0,157.355649582,54.2442409611,20160122T041052_20160122T041506_T47RMQ
174,8.0,8.0,158.302643988,53.0535640027,20160122T041052_20160122T041506_T47RNP
175,45.0,45.0,155.293537783,55.7848780544,20160122T041052_20160122T041506_T47SKR
176,98.0,98.0,156.407067998,55.4377447711,20160122T041052_20160122T041506_T47SLR
177,98.0,98.0,156.570031785,56.2905579747,20160122T041052_20160122T041506_T47SLS
178,98.0,98.0,157.530214109,55.0984960878,20160122T041052_20160122T041506_T47SMR
179,97.0,97.0,157.695749988,55.9538949845,20160122T041052_20160122T041506_T47SMS
180,7.0,50.5,153.586991853607,52.7347420539861,20160122T042244_20160125T094018_T46RGS
181,24.0,50.5,153.84455478082,53.5579917620841,20160122T042244_20160125T094018_T46RGT
182,19.0,63.857142857142854,154.092133116341,54.3827090047663,20160122T042244_20160125T094018_T46RGU
183,4.0,63.857142857142854,154.330018428202,55.2083134388264,20160122T042244_20160125T094018_T46RGV
184,39.0,50.5,154.330994495925,51.5505081778903,20160122T042244_20160125T094018_T47RKL
185,55.0,50.5,154.546391557298,52.3953964849088,20160122T042244_20160125T094018_T47RKM
186,84.0,50.5,154.749830638797,53.2409602698992,20160122T042244_20160125T094018_T47RKN
187,88.0,63.857142857142854,154.942014696401,54.0881135579475,20160122T042244_20160125T094018_T47RKP
188,66.0,63.857142857142854,155.123159373981,54.9362832553876,20160122T042244_20160125T094018_T47RKQ
189,84.0,50.5,155.439266870656,51.1872346262652,20160122T042244_20160125T094018_T47RLL
190,82.0,50.5,155.654513704786,52.0356427259898,20160122T042244_20160125T094018_T47RLM
191,90.0,50.5,155.858394529602,52.8845725706301,20160122T042244_20160125T094018_T47RLN
192,97.0,63.857142857142854,156.05163366761,53.7349451983114,20160122T042244_20160125T094018_T47RLP
193,96.0,63.857142857142854,156.234421958817,54.5862013899372,20160122T042244_20160125T094018_T47RLQ
194,37.0,50.5,156.773795938654,51.6847379544016,20160122T042244_20160125T094018_T47RMM
195,71.0,50.5,156.977697598763,52.5367873316363,20160122T042244_20160125T094018_T47RMN
196,95.0,63.857142857142854,157.17158406544,53.3901402560266,20160122T042244_20160125T094018_T47RMP
197,97.0,63.857142857142854,157.35564958167,54.244240961064,20160122T042244_20160125T094018_T47RMQ
198,8.0,63.857142857142854,158.302643988384,53.0535640026596,20160122T042244_20160125T094018_T47RNP
199,45.0,63.857142857142854,155.293537783095,55.7848780543739,20160122T042244_20160125T094018_T47SKR
200,98.0,63.857142857142854,156.4070679978,55.4377447711342,20160122T042244_20160125T094018_T47SLR
201,98.0,68.0,156.57003178507,56.2905579747171,20160122T042244_20160125T094018_T47SLS
202,98.0,63.857142857142854,157.530214109033,55.0984960877903,20160122T042244_20160125T094018_T47SMR
203,97.0,68.0,157.695749987989,55.9538949845473,20160122T042244_20160125T094018_T47SMS
204,98.5884,98.5884,153.549218785,50.2569183149,20160131T044022_20160131T044324_T45RYM
205,99.2021,99.2021,153.833132917,51.0799119382,20160131T044022_20160131T044324_T45RYN
206,98.0704,98.0704,154.105978304,51.9045581584,20160131T044022_20160131T044324_T45RYP
207,98.5729,98.5729,154.318657157,49.0728303302,20160131T044022_20160131T044324_T46RBR
208,96.4999,96.4999,154.557689831,49.9176515999,20160131T044022_20160131T044324_T46RBS
209,95.9314,95.9314,154.783801975,50.7632367188,20160131T044022_20160131T044324_T46RBT
210,94.7553,94.7553,154.997599898,51.6105599234,20160131T044022_20160131T044324_T46RBU
211,88.2633,88.2633,155.199495036,52.4589945557,20160131T044022_20160131T044324_T46RBV
212,100.0,100.0,155.723305085,49.558726735,20160131T044022_20160131T044324_T46RCS
213,100.0,100.0,155.948691254,50.4079970981,20160131T044022_20160131T044324_T46RCT
214,99.5423,99.5423,156.162412186,51.2588474044,20160131T044022_20160131T044324_T46RCU
215,95.7285,95.7285,156.364872759,52.1106614729,20160131T044022_20160131T044324_T46RCV
216,98.5884,97.56194615384615,153.549218784688,50.2569183149358,20160131T044324_20160131T104435_T45RYM
217,99.2021,97.56194615384615,153.833132917183,51.0799119381647,20160131T044324_20160131T104435_T45RYN
218,98.0704,89.83337142857143,154.105978303921,51.9045581584363,20160131T044324_20160131T104435_T45RYP
219,98.5729,97.56194615384615,154.318657156897,49.072830330245,20160131T044324_20160131T104435_T46RBR
220,96.4999,97.56194615384615,154.557689830636,49.9176515998864,20160131T044324_20160131T104435_T46RBS
221,95.9314,97.56194615384615,154.783801974647,50.7632367188277,20160131T044324_20160131T104435_T46RBT
222,94.7553,89.83337142857143,154.997599898398,51.6105599234468,20160131T044324_20160131T104435_T46RBU
223,88.2633,89.83337142857143,155.199495036442,52.4589945557364,20160131T044324_20160131T104435_T46RBV
224,100.0,97.56194615384615,155.723305085115,49.5587267349827,20160131T044324_20160131T104435_T46RCS
225,100.0,97.56194615384615,155.948691253563,50.4079970981175,20160131T044324_20160131T104435_T46RCT
226,99.5423,89.83337142857143,156.162412186453,51.2588474043863,20160131T044324_20160131T104435_T46RCU
227,95.7285,89.83337142857143,156.364872759415,52.1106614728575,20160131T044324_20160131T104435_T46RCV
228,1.4869,1.4869,149.814821919,48.5348502957,20160204T041952_20160204T042450_T46RDQ
229,12.0811,12.0811,150.135354121,49.3456557661,20160204T041952_20160204T042450_T46RDR
230,65.2293,65.2293,150.441373927,50.1584079157,20160204T041952_20160204T042450_T46RDS
231,3.6275,3.6275,150.947933443,48.0954413352,20160204T041952_20160204T042450_T46REQ
232,19.5128,19.5128,151.268978545,48.9105110365,20160204T041952_20160204T042450_T46RER
233,44.9421,44.9421,151.576001766,49.7273478009,20160204T041952_20160204T042450_T46RES
234,83.9462,83.9462,151.869461037,50.5453265989,20160204T041952_20160204T042450_T46RET
235,83.8167,83.8167,152.150263417,51.3653180785,20160204T041952_20160204T042450_T46REU
236,97.6129,97.6129,152.418763349,52.1867223368,20160204T041952_20160204T042450_T46REV
237,5.2231,5.2231,152.41703671,48.4844316842,20160204T041952_20160204T042450_T46RFR
238,23.8434,23.8434,152.724478906,49.3051373522,20160204T041952_20160204T042450_T46RFS
239,56.0085,56.0085,153.018869173,50.1268200286,20160204T041952_20160204T042450_T46RFT
240,81.6698,81.6698,153.301181109,50.9503428862,20160204T041952_20160204T042450_T46RFU
241,95.8275,95.8275,153.57175093,51.7751209462,20160204T041952_20160204T042450_T46RFV
242,7.4264,7.4264,153.57839438,48.0680261709,20160204T041952_20160204T042450_T46RGR
243,18.6875,18.6875,153.885638221,48.8923762134,20160204T041952_20160204T042450_T46RGS
244,57.5796,57.5796,154.180389445,49.7175334897,20160204T041952_20160204T042450_T46RGT
245,78.3373,78.3373,154.463671986,50.5443601998,20160204T041952_20160204T042450_T46RGU
246,96.3212,96.3212,154.735794504,51.3722877684,20160204T041952_20160204T042450_T46RGV
247,95.9575,95.9575,153.830939645,52.6005626364,20160204T041952_20160204T042450_T46SFA
248,97.6383,97.6383,154.079557174,53.427563187,20160204T041952_20160204T042450_T46SFB
249,97.4945,97.4945,154.997175506,52.2007139033,20160204T041952_20160204T042450_T46SGA
250,43.0273,43.0273,154.924386309,48.5575762852,20160204T041952_20160204T042450_T47RKM
251,73.2957,73.2957,155.158913001,49.4051939686,20160204T041952_20160204T042450_T47RKN
252,91.071,91.071,155.38081421,50.2545302522,20160204T041952_20160204T042450_T47RKP
253,96.6707,96.6707,155.590313645,51.1050266932,20160204T041952_20160204T042450_T47RKQ
254,0.0,0.0,156.788405708,50.7626651233,20160204T041952_20160204T042450_T47RLQ
255,98.6468,98.6468,155.787826275,51.9560656356,20160204T041952_20160204T042450_T47SKR
256,100.0,100.0,156.986391455,51.6170418958,20160204T041952_20160204T042450_T47SLR
257,1.4869,10.20030769230769,149.814821919247,48.5348502956988,20160204T042450_20160204T101703_T46RDQ
258,12.0811,39.29253846153846,150.135354121402,49.3456557660809,20160204T042450_20160204T101703_T46RDR
259,65.2293,39.29253846153846,150.441373926755,50.1584079156879,20160204T042450_20160204T101703_T46RDS
260,3.6275,10.20030769230769,150.947933442585,48.095441335208,20160204T042450_20160204T101703_T46REQ
261,19.5128,39.29253846153846,151.268978544598,48.9105110365205,20160204T042450_20160204T101703_T46RER
262,44.9421,39.29253846153846,151.576001765893,49.7273478009487,20160204T042450_20160204T101703_T46RES
263,83.9462,39.29253846153846,151.869461036844,50.5453265989006,20160204T042450_20160204T101703_T46RET
264,83.8167,86.67327857142857,152.150263417258,51.365318078525,20160204T042450_20160204T101703_T46REU
265,97.6129,86.67327857142857,152.418763348792,52.1867223367566,20160204T042450_20160204T101703_T46REV
266,5.2231,39.29253846153846,152.417036710198,48.4844316841617,20160204T042450_20160204T101703_T46RFR
267,23.8434,39.29253846153846,152.724478906376,49.3051373522459,20160204T042450_20160204T101703_T46RFS
268,56.0085,39.29253846153846,153.018869172801,50.1268200286319,20160204T042450_20160204T101703_T46RFT
269,81.6698,86.67327857142857,153.301181108775,50.9503428861648,20160204T042450_20160204T101703_T46RFU
270,95.8275,86.67327857142857,153.571750930052,51.7751209461513,20160204T042450_20160204T101703_T46RFV
271,7.4264,39.29253846153846,153.578394379666,48.0680261708528,20160204T042450_20160204T101703_T46RGR
272,18.6875,39.29253846153846,153.885638220828,48.8923762133966,20160204T042450_20160204T101703_T46RGS
273,57.5796,39.29253846153846,154.180389444579,49.7175334897439,20160204T042450_20160204T101703_T46RGT
274,78.3373,86.67327857142857,154.463671986223,50.544360199844,20160204T042450_20160204T101703_T46RGU
275,96.3212,86.67327857142857,154.735794504011,51.3722877684259,20160204T042450_20160204T101703_T46RGV
276,95.9575,86.67327857142857,153.830939644719,52.600562636389,20160204T042450_20160204T101703_T46SFA
277,97.6383,99.03045714285713,154.079557174271,53.4275631870045,20160204T042450_20160204T101703_T46SFB
278,97.4945,86.67327857142857,154.99717550649,52.2007139033499,20160204T042450_20160204T101703_T46SGA
279,43.0273,39.29253846153846,154.924386309118,48.5575762852033,20160204T042450_20160204T101703_T47RKM
280,73.2957,39.29253846153846,155.158913000892,49.4051939686115,20160204T042450_20160204T101703_T47RKN
281,91.071,86.67327857142857,155.380814210289,50.2545302521985,20160204T042450_20160204T101703_T47RKP
282,96.6707,86.67327857142857,155.590313645094,51.1050266932328,20160204T042450_20160204T101703_T47RKQ
283,0.0,86.67327857142857,156.788405707909,50.7626651233143,20160204T042450_20160204T101703_T47RLQ
284,98.6468,86.67327857142857,155.787826275207,51.9560656356025,20160204T042450_20160204T101703_T47SKR
285,100.0,86.67327857142857,156.986391454715,51.6170418958126,20160204T042450_20160204T101703_T47SLR
286,100.0,100.0,149.561269926,49.1266049677,20160208T035922_20160208T040408_T47RLM
287,70.9467,70.9467,150.716241243,48.6909873854,20160208T035922_20160208T040408_T47RMM
288,38.0191,38.0191,151.022145329,49.5069159457,20160208T035922_20160208T040408_T47RMN
289,44.9931,44.9931,151.31423478,50.3250891089,20160208T035922_20160208T040408_T47RMP
290,30.8745,30.8745,151.592836116,51.1449170509,20160208T035922_20160208T040408_T47RMQ
291,37.7522,37.7522,152.193581615,49.0841440184,20160208T035922_20160208T040408_T47RNN
292,59.9967,59.9967,152.486957117,49.9062515263,20160208T035922_20160208T040408_T47RNP
293,100.0,44.92450769230769,149.561269925967,49.1266049676941,20160208T040408_20160208T111204_T47RLM
294,70.9467,44.92450769230769,150.716241242673,48.6909873854324,20160208T040408_20160208T111204_T47RMM
295,38.0191,44.92450769230769,151.022145329499,49.5069159456722,20160208T040408_20160208T111204_T47RMN
296,44.9931,42.077435714285706,151.314234780446,50.3250891089167,20160208T040408_20160208T111204_T47RMP
297,30.8745,42.077435714285706,151.5928361155,51.144917050915,20160208T040408_20160208T111204_T47RMQ
298,37.7522,44.92450769230769,152.193581614532,49.0841440183886,20160208T040408_20160208T111204_T47RNN
