,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,Systemindex
0,63.8828,63.8828,156.798770331978,54.0683581779252,20170102T043152_20170102T043712_T46RBR
1,88.7195,88.7195,156.965799642152,54.9263386472778,20170102T043152_20170102T043712_T46RBS
2,88.0172,88.0172,157.122832437402,55.7845834558835,20170102T043152_20170102T043712_T46RBT
3,100.0,99.99999999999999,157.270296912473,56.6440856732221,20170102T043152_20170102T043712_T46RBU
4,1.6889,1.6889,157.684792707419,52.8796179153332,20170102T043152_20170102T043712_T46RCQ
5,26.9428,26.9428,157.861581360304,53.739768826523,20170102T043152_20170102T043712_T46RCR
6,86.3417,86.3417,158.028704023439,54.6006370450923,20170102T043152_20170102T043712_T46RCS
7,93.1347,93.1347,158.186418267632,55.4616425688745,20170102T043152_20170102T043712_T46RCT
8,93.9147,93.9147,158.33516901999,56.3237821489274,20170102T043152_20170102T043712_T46RCU
9,100.0,100.0,158.475180777173,57.1864763203826,20170102T043152_20170102T043712_T46RCV
10,1.6385,1.6385,158.758171884552,52.5568564454542,20170102T043152_20170102T043712_T46RDQ
11,38.1697,38.1697,158.934080343619,53.4197710079807,20170102T043152_20170102T043712_T46RDR
12,83.7952,83.7952,159.10093903433,54.2832731594008,20170102T043152_20170102T043712_T46RDS
13,79.6338,79.6338,159.258995868473,55.1467904718194,20170102T043152_20170102T043712_T46RDT
14,90.6615,90.6615,159.408724780862,56.0113189485414,20170102T043152_20170102T043712_T46RDU
15,0.9446,0.9446,159.842371532013,52.2428281048486,20170102T043152_20170102T043712_T46REQ
16,22.6008,22.6008,160.017028529654,53.1082377091507,20170102T043152_20170102T043712_T46RER
17,75.0841,75.0841,160.183262751228,53.9741134726766,20170102T043152_20170102T043712_T46RES
18,61.7461,61.7461,160.341310863683,54.839889797438,20170102T043152_20170102T043712_T46RET
19,79.846,79.846,160.491700741154,55.7065544003395,20170102T043152_20170102T043712_T46REU
20,88.9801,88.9801,160.634625323645,56.5735466875095,20170102T043152_20170102T043712_T46REV
21,100.0,100.0,161.582863793786,55.4099095008538,20170102T043152_20170102T043712_T46RFU
22,83.856,83.856,161.726784702901,56.2786696458689,20170102T043152_20170102T043712_T46RFV
23,98.9565,98.9565,161.864112161562,57.1470898281471,20170102T043152_20170102T043712_T46SFA
24,100.0,100.0,161.995294196089,58.0161729562964,20170102T043152_20170102T043712_T46SFB
25,100.0,100.0,156.259784933914,55.0776579659014,20170103T040142_20170103T040332_T47RLM
26,83.799,83.799,157.315490243737,54.7345124820622,20170103T040142_20170103T040332_T47RMM
27,53.3063,53.3063,157.488739032981,55.5893948478225,20170103T040142_20170103T040332_T47RMN
28,55.6139,55.613899999999994,157.65308652022,56.4454238281412,20170103T040142_20170103T040332_T47RMP
29,36.5848,36.5848,157.80875004709,57.3020257559527,20170103T040142_20170103T040332_T47RMQ
30,83.9592,83.9592,158.55573106515,55.2565552140192,20170103T040142_20170103T040332_T47RNN
31,68.3778,68.3778,158.721424374319,56.1149059946852,20170103T040142_20170103T040332_T47RNP
32,82.7256,82.7256,157.982187338756,56.4616141060126,20170109T042131_20170109T042134_T46RFV
33,77.7717,77.7717,159.06529152665,56.120256664688,20170109T042131_20170109T042134_T46RGV
34,91.1843,91.1843,158.15455409271,57.312390659745,20170109T042131_20170109T042134_T46SFA
35,94.8804,94.8804,158.319412828335,58.1640804219107,20170109T042131_20170109T042134_T46SFB
36,81.346,81.346,159.240114839198,56.9728967897116,20170109T042131_20170109T042134_T46SGA
37,74.8729,74.8729,159.857288974259,55.897399197118,20170109T042131_20170109T042134_T47RKQ
38,0.0,0.0,160.963988429558,55.6161063129425,20170109T042131_20170109T042134_T47RLQ
39,76.2348,76.2348,159.973314779977,56.7685509815461,20170109T042131_20170109T042134_T47SKR
40,96.8783,96.8783,161.081270309719,56.4895083350293,20170109T042131_20170109T042134_T47SLR
41,0.0766,0.0766,154.864393628355,52.9455447653498,20170109T042131_20170109T042934_T46RDQ
42,41.2351,41.2351,155.080000047522,53.7882412107216,20170109T042131_20170109T042934_T46RDR
43,100.0,100.0,155.285076587366,54.631911061459,20170109T042131_20170109T042934_T46RDS
44,0.0595,0.059500000000000004,155.923764046183,52.575288358957,20170109T042131_20170109T042934_T46REQ
45,24.2749,24.2749,156.139620781789,53.4209675054427,20170109T042131_20170109T042934_T46RER
46,86.7304,86.7304,156.345484106779,54.2674868074064,20170109T042131_20170109T042934_T46RES
47,71.6948,71.6948,156.541636849261,55.1142658009593,20170109T042131_20170109T042934_T46RET
48,81.0394,81.0394,156.728722982706,55.9622412520606,20170109T042131_20170109T042934_T46REU
49,91.2244,91.22439999999999,156.906930041732,56.8108553660795,20170109T042131_20170109T042934_T46REV
50,1.5987,1.5987,157.20978072617,53.0620693695747,20170109T042131_20170109T042934_T46RFR
51,51.6413,51.6413,157.416028091791,53.9111986851596,20170109T042131_20170109T042934_T46RFS
52,89.3944,89.3944,157.613152158633,54.7604530125875,20170109T042131_20170109T042934_T46RFT
53,91.703,91.703,157.801802310669,55.6107781249747,20170109T042131_20170109T042934_T46RFU
54,74.3913,74.3913,157.982187338756,56.4616141060127,20170109T042131_20170109T042934_T46RFV
55,0.0,0.0,158.289315510755,52.7120318816307,20170109T042131_20170109T042934_T46RGR
56,20.6961,20.6961,158.495524316057,53.563525347567,20170109T042131_20170109T042934_T46RGS
57,88.9981,88.9981,158.6932342738,54.4150075532248,20170109T042131_20170109T042934_T46RGT
58,90.8388,90.8388,158.883079390012,55.2674388167642,20170109T042131_20170109T042934_T46RGU
59,60.8066,60.806599999999996,159.06529152665,56.1202566646881,20170109T042131_20170109T042934_T46RGV
60,15.5503,15.550300000000002,159.456912267194,53.2858456872696,20170109T042131_20170109T042934_T47RKM
61,82.8574,82.8574,159.599271473,54.1554806270319,20170109T042131_20170109T042934_T47RKN
62,82.844,82.844,159.732668898636,55.0261872609325,20170109T042131_20170109T042934_T47RKP
63,68.8908,68.8908,159.857288974259,55.8973991971181,20170109T042131_20170109T042934_T47RKQ
64,100.0,100.0,154.506485199183,54.2178040838074,20170113T040111_20170113T040812_T47RLM
65,61.9639,61.963899999999995,155.573140721178,53.8498517893614,20170113T040111_20170113T040812_T47RMM
66,85.8347,85.8347,155.771698945451,54.6954851702052,20170113T040111_20170113T040812_T47RMN
67,94.2024,94.2024,155.960448649285,55.5424614958773,20170113T040111_20170113T040812_T47RMP
68,88.83,88.83,156.139609891944,56.3902089050763,20170113T040111_20170113T040812_T47RMQ
69,93.2951,93.2951,156.850778967898,54.3382011356333,20170113T040111_20170113T040812_T47RNN
70,92.7669,92.7669,157.041072547022,55.1878147510568,20170113T040111_20170113T040812_T47RNP
71,93.7078,93.7078,156.396635510478,53.1587293330137,20170115T044121_20170115T044124_T45RYM
72,98.6977,98.6977,156.620236944467,53.998859980073,20170115T044121_20170115T044124_T45RYN
73,97.7034,97.7034,156.835006428504,54.8401550294794,20170115T044121_20170115T044124_T45RYP
74,22.7503,22.7503,157.179596510841,51.9946549079213,20170115T044121_20170115T044124_T46RBR
75,88.7797,88.7797,157.358730333854,52.8544414546549,20170115T044121_20170115T044124_T46RBS
76,94.5868,94.5868,157.527354200573,53.7145302999592,20170115T044121_20170115T044124_T46RBT
77,91.2991,91.2991,157.685982444887,54.5759041934815,20170115T044121_20170115T044124_T46RBU
78,86.0652,86.0652,157.834857230577,55.4379803624745,20170115T044121_20170115T044124_T46RBV
